emaciated~HIV-positive|HIV-infected
email~Mail|fax
emanate~arise|waft
emancipate~push forward|carry forward
emancipation~liberation|empowerment
emasculate~disenfranchise|vitiate
embalm~mummify|cremate
embankment~dike|levee
embargo~sanction|trade embargo|fall on|budget for
embark~focus|agree
embarrass~shock|disappoint
embarrassed~shocked|sheepish
embarrassing~humiliating|frustrating
embarrassingly~laughably|shockingly
embarrassment~humiliation|disappointment
embassy~U.S. Embassy|Chinese Embassy
embed~imbed|implant
embedded~implanted|ingrained
embellish~decorate|adorn
embellished~ornamented|baggy
embellishment~ornamentation|applique
ember~cinder|flame
embezzle~misappropriate|extort
embezzlement~bribery|tax evasion
embitter~traumatize|aggrieve
embittered~disillusioned|middle-aged
emblazon~emboss|adorn
emblem~symbol|insignia
emblematic~illustrative|symptomatic
embodied~illustrated|dissed
embodiment~personification|manifestation
embody~enshrine|symbolize
embolden~anger|energize
emboldened~vindicated|Encouraged
emboss~emblazon|engrave
embossed~engraved|embroidered
embrace~Hug|handshake|support|endorse
embracing~trope|kissing
embroider~emblazon|stencil
embroidered~beaded|striped
embroidery~beading|sequin
embroil~mire|enmesh
embroiled~entangled|engulfed
embryonic~fetal|nascent
emcee~master of ceremonies|traffic cop
emerald~sapphire|garnet
emerge~arise|surface
emergence~resurgence|Proliferation
emergency~disaster|catastrophe|emergent|humanitarian
emergent~urgent|trilateral
emeritus~Enrolled|underpinnings
emigrant~migrant|immigrant
emigrate~immigrate|migrate
emigre~emigrant|immigrant
eminence~stature|prominence
eminent~distinguished|prominent
eminently~perfectly|supremely
emir~Amir|Al-Thani
emirate~United Arab Emirates|UAE
emissary~envoy|troubleshooter
emission~pollution|air pollution
emit~give off|spew
emitter~polluter|toy retailer
emote~innovate|winterize
emotion~feeling|passion
emotional~psychological|physical
emotionalism~mingling|blandishment
emotionally~psychologically|physically
emotionless~schizophrenic|self-satisfied
emotive~contentious|soulful
empathetic~down-to-earth|caring
empathize~blend in|touch base
empathy~compassion|sympathy
emperor~dynasty|empress
emphases~Bob Herbert|Philadelphia Orchestra
emphasis~focus|reliance
emphasise~emphasize|underline
emphasize~stress|reiterate
emphasized~asserted|stressed
emphasizing~inter-Arab|Riady
emphatic~resounding|unequivocal
emphatically~categorically|flatly
emphysema~congestive heart failure|liver disease
empire~conglomerate|holding company
empirical~epidemiological|irrefutable
emplacement~army tank|observation post
employ~hire|use
employed~Enrolled|unemployed
employee~worker|customer
employer~insurer|company
employment~productivity|unemployment
emporium~boutique|shop
empower~authorize|permit
empowered~obligated|emboldened
empowerment~alleviation|equality
empress~emperor|concubine
emptied~rimmed|stripped
emptiness~loneliness|helplessness
empty~half-full|upright|vacant|air-conditioned|clean out|fill
emptying~staking|jut
emulate~imitate|mimic
emulation~videophone|emulator
emulator~utility program|Quicktime
emulsify~moisten|aerate
emulsion~glob|frittata
en~que|de
enable~help|allow
enabler~reseller|determinant
enabling~favourable|liberalized
enact~adopt|repeal
enactment~promulgation|adoption
enactors~picketers|marcher
enamel~lacquer|varnish|sandblast|spatter
enamor~infatuate|enthral
enamored~fond|enchanted
encamp~slumber|skulk
encampment~observation post|outpost
encapsulate~sum up|illustrate
encase~wrap|sheathe
encased~submerged|wrapped
encephalitis~Meningitis|dengue fever
encephalopathy~CJD|sclerosis
enchant~captivate|fascinate
enchanted~fascinated|enthralled
enchanting~fascinating|absorbing
enchantment~discouragement|timelessness
enchilada~Burrito|ravioli
encircle~surround|overrun
encirclement~cordon|rain cloud
enclave~village|zone
enclose~encase|encircle
enclosed~glassed-in|glass-enclosed
enclosure~cage|hole in the ground
encode~encrypt|cod
encoded~coded|customized
encompass~span|cover
encompassing~intervening|enveloping
encore~chamber music|curtain call
encounter~confrontation|conversation|run into|experience
encourage~promote|help
encouragement~reassurance|advice
encouraging~gratifying|heartening
encroach~impinge|infringe
encroaching~Arabian|churning
encroachment~infringement|trampling
encrust~adorn|festoon
encrypt~encode|play back
encumber~overburden|constrain
encyclical~knighthood|exhortation
encyclopedic~comprehensive|exhaustive
end~beginning|start|defensive|ital|begin|close
endanger~harm|jeopardize
endangered~migratory|threatened
endangerment~grand larceny|manslaughter
endear~reach out|pander
endearing~engaging|appealing
endearingly~charmingly|sweetly
endeavor~undertaking|effort|strive|adhere to
endeavour~Atlantis|shuttle
ended~dated|opened
endemic~labor-intensive|giardia|rampant|prevalent
endgame~waiting game|win-win
ending~fiscal year|first nine months
endless~unending|never-ending
endlessly~constantly|infinitely
endocrinologist~endocrinology|neurologist
endocrinology~dermatology|endocrinologist
endorse~approve|support
endorsed~approved|ratified
endorsement~backing|support
endorser~pitchman|singer-songwriters
endoscope~hypodermic needle|stents
endow~bless|imbue
endowment~endowment fund|operating budget
endurance~stamina|perseverance
endure~experience|suffer
enduring~abiding|lasting
enema~polygraph|magnetic resonance imaging
enemy~adversary|foe|Eritrean|Iraqi
energetic~intelligent|vigorous
energetically~vigorously|actively
energize~galvanize|embolden
energized~resurgent|politicized
energy~resource|electricity
enfold~prefigure|encapsulate
enforce~implement|impose
enforceable~binding|achievable
enforced~self-imposed|near-total
enforcement~Implementation|law enforcement
enforcer~tough guy|go-between
engage~involve|participate
engaged~involved|embroiled
engagement~dialogue|participation
engaging~entertaining|charming
engagingly~wonderfully|disarmingly
engender~arouse|provoke
engine~motor|V-@
engineer~technician|scientist|orchestrate|mastermind
engineered~altered|modified
engineering~computer science|electrical engineering
engrave~inscribe|etch
engraved~inscribed|Etched
engraving~etching|watercolor
engross~petrify|flabbergast
engrossed~interested|absorbed
engrossing~gripping|absorbing
engulf~sweep through|envelop
engulfed~embroiled|entangled
enhance~strengthen|improve
enhanced~improved|strengthened
enhancement~strengthening|improvement
enhancer~enhancers|booster
enhancers~enhancer|hard drug
enigma~anticlimax|theorem
enigmatic~mysterious|eccentric
enjoin~side with|forbid
enjoy~have|maintain
enjoyable~satisfying|entertaining
enjoyably~endearingly|appealingly
enjoyment~pleasure|happiness
enlarge~expand|broaden
enlarged~expanded|cancerous
enlargement~expansion|integration
enlighten~educate|sensitize
enlightened~farsighted|permissive
enlightening~informative|revealing
enlightenment~happiness|immortality
enlist~recruit|hire
enlisted~active-duty|uniformed
enlistee~registrant|enlisted man
enlistment~recruitment|homeownership
enliven~invigorate|reinvigorate
enmesh~embroil|entangle
enmity~animosity|hostility
ennoble~demean|defile
ennui~alienation|boredom
enormity~immensity|magnitude
enormous~immense|tremendous
enormously~immensely|tremendously
enough~more|bit|sufficient|more
enquiry~inquiry|inquest
enrage~outrage|anger
enraged~outraged|irate
enrapture~enthral|captivate
enrich~enhance|strengthen
enrichment~racketeering|securities fraud
enrol~enroll|teach
enroll~enrol|teach
enrollee~beneficiary|cardholders
enrollment~enrolment|Tuition
enrolment~enrollment|homeownership
ensconce~cloister|entrench
ensemble~troupe|orchestra
enshrine~stipulate|embody
enshrinement~induction|inductees
ensign~infantryman|intelligence analyst
enslave~subjugate|disenfranchise
enslaved~HIV-positive|oppressed
enslavement~ill-treatment|mutilation
ensnare~entangle|enmesh
ensue~die down|erupt
ensuing~subsequent|months-long
ensure~guarantee|facilitate
entail~Gorter|BBOX|lead to|bring about
entangle~embroil|enmesh
entangled~embroiled|tangled
entanglement~dalliance|tryst
enter~go into|return to
enterprise~sector|industrial enterprise
enterprising~talented|at-risk
entertain~amuse|fascinate
entertained~close by|dissed
entertainer~performer|singer
entertaining~engaging|amusing
entertainingly~poetically|eloquently
enthral~petrify|captivate
enthrall~captivate|rivet
enthralled~fascinated|captivated
enthralling~thrilling|fascinating
enthrone~depose|naturalize
enthusiasm~passion|optimism
enthusiast~buff|aficionados
enthusiastic~optimistic|cautious
enthusiastically~warmly|wholeheartedly
entice~Lure|attract
enticement~inducement|safety feature
enticing~appetizing|alluring
entire~first five|Airness|whole|respective
entirely~completely|totally
entirety~blink of an eye|slow motion
entitle~enable|require
entitled~titled|obligated
entitlement~entitlement program|disability benefit
entity~corporation|institution
entomb~bury|Inter
entomologist~epidemiologist|paleontologist
entourage~retinue|inner circle
entrails~gizzard|offal
entrance~gate|door|enchant|captivate
entrant~entry|registrant
entrap~socialize with|get back at
entrapment~U-@@@|Double Jeopardy
entreaty~urgings|plea
entree~main course|appetizer
entrench~ingrain|ensconce
entrenched~ingrained|embedded
entrepot~free port|financial center
entrepreneur~businessmen|Industrialist
entrepreneurial~creative|organizational
entrepreneurship~Creativity|innovation
entrust~empower|authorize
entry~accession|admission
entryway~doorway|entrance
entwine~intertwine|interweave
enumerate~outline|spell out
enumeration~head count|headcount
enumerators~census taker|census-takers
enunciate~articulate|spell out
envelop~engulf|shroud
envelope~postcard|business card
enveloping~all-encompassing|dreamlike
enviable~sterling|remarkable
envious~jealous|resentful
environ~dilapidate|presuppose
environment~climate|development
environmental~bio-diversity|Speaker Ali Akbar Nateq-Nouri|ecological|social
environmentalism~multiculturalism|fundamentalism
environmentalist~activist|advocate
environmentally~ecologically|educationally
environs~surroundings|vicinity
envisage~provide for|stipulate
envisaged~hemispheric|tripartite
envision~envisage|foresee
envoy~Ambassador|representative
envy~jealousy|resentment|admire|despise
enzyme~protein|hormone
eon~trial balloon|rest day
epee~dressage|Italian Cup
ephedra~ephedrine|carotene
ephedrine~amphetamine|clenbuterol
ephemera~lacquerware|historical document
ephemeral~mundane|transitory
epic~drama|movie|coming-of-age|riveting
epicenter~magnitude|Quake
epidemic~outbreak|pandemic|epidemiological|waterborne
epidemiological~archaeological|genealogical
epidemiologist~toxicologist|cardiologist
epidemiology~Urology|preventive medicine
epigram~aphorism|axiom
epilepsy~multiple sclerosis|cystic fibrosis
epilogue~coda|preface
epiphany~catharsis|Awakening
episode~rerun|incident
episodic~coming-of-age|fictionalized
epitaph~sobriquet|choice of words
epithet~slur|obscenity
epitome~personification|embodiment
epitomize~exemplify|typify
epoch~academic year|baseball season
eponymous~full-length|untitled
epoxy~grout|sawdust
equal~equivalent|lower than|equivalent|comparable|exceed|surpass
equalised~netted|scoreless
equality~coexistence|noninterference
equalize~nett|go ahead
equalizer~equaliser|scoring
equally~most|the most
equanimity~bemusement|calmness
equate~associate|condone
equation~calculation|Formula
equator~Arctic Circle|South Pole
equatorial~subtropical|tropical
equestrian~judo|handball|gymnastic|speedskating
equilibrium~balance|cohesion
equine~avian|pediatric
equip~Outfit|arm
equipment~machinery|technology
equipped~armed|outfitted
equitable~fair|rational
equitably~rationally|evenly
equity~asset|stock
equivalent~equal|amount|equal|comparable
equivocal~conclusive|noncommittal
equivocation~indecision|hesitation
er~NYPD Blue|E.R
era~century|RBI
eradicate~combat|curb
eradication~alleviation|elimination
erase~wipe out|reverse
eraser~ballpoint pen|fountain pen
erasure~rewriting|torching
erect~stooped|severed|construct|build
erection~masturbation|dismantling
ergonomic~job-related|orthopedic
ergonomics~Toxicology|urban planning
erode~diminish|undermine
eroded~forested|degraded
eroding~Orthodox Christian|pretax
erosion~deterioration|soil erosion
erotic~sexual|homoerotic
erotica~Porn|literary work
eroticism~sensuality|undercurrent
err~miscalculate|rehear
errand~chore|housework
errant~wayward|well-placed
erratic~unpredictable|sloppy
erratically~decently|recklessly
erroneous~inaccurate|incorrect
erroneously~mistakenly|incorrectly
error~mistake|single
ersatz~vernacular|neoclassical
erstwhile~longtime|onetime
erudite~irreverent|trenchant
erudition~raw talent|sophistication
erupt~break out|flare
eruption~Quake|outbreak
es~Estados Unidos|fue
escalate~intensify|erupt
escalating~long-simmering|brewing
escalation~upsurge|flare-up
escalator~elevator|cable car
escapade~tryst|dalliance
escape~kidnapping|respite|flee|avoid
escaped~executed|fleeing
escapee~deserter|fugitive
escapism~drivel|catharsis
escapist~made-for-TV|fairytale
eschew~shun|forgo
escort~Corolla|bodyguard|accompany|walk
escrow~profit-sharing|Vanguard Index @@@
esophagus~pancreas|larynx
esoteric~arcane|obscure
espanol~Estados Unidos|que
especially~particularly|Mainly
espionage~spying|bribery
espouse~advocate|articulate
espresso~cappuccino|latte
esprit~Levi's|docker
essay~article|short story
essayist~dramatist|novelist
essence~gist|aspect
essential~prerequisite|key|vital|crucial
essentially~virtually|basically
establish~set up|create
established~founded|formed
establishing~cooling|forming
establishment~Implementation|creation
estate~mansion|farm
esteem~admiration|self-respect|disorganize|garble
esteemed~distinguished|respected
esthetic~aesthetic|sensibility|aesthetic|artistic
esthetics~first third|urbanism
estimable~workmanlike|illustrious
estimate~projection|forecast|forecast|project
estimated~about @@@,@@@ tons|about @@@,@@@ acres|totaled|whopping
estimation~Estimations|projection
estrange~divorce|chagrin
estranged~divorced|long-lost
estrangement~enmity|separation
estrogen~hormone|testosterone
estuary~tributary|wetlands
et~EDT|EST
etch~engrave|inscribe
etching~lithograph|engraving
eternal~everlasting|perpetual
eternally~endlessly|equally
ethanol~MTBE|methanol
ether~ethanol|chloride
ethereal~eerie|otherworldly
ethic~morality|integrity
ethical~moral|social
ethicist~bioethicist|sociologist
ethicists~clinician|nutritionist
ethnic~racial|Albanian
ethnically~racially|religiously
ethnicity~gender|marital status
ethos~zeitgeist|spirit
ethylene~urea|polyethylene
eucalyptus~poplar|Hemlock
eugenics~euthanasia|living wage
eulogize~laud|cremate
eulogy~homily|oration
euphemism~slang|jargon
euphoria~excitement|optimism
euphoric~jubilant|unenthusiastic
euros~ECUs|ECU
euthanasia~birth control|abortion
evacuate~flee|airlift
evacuated~unincorporated|drowned
evacuation~deployment|repatriation
evacuee~VMs|Kosovars
evade~circumvent|avoid
evaders~defaulter|wrongdoer
evaluate~assess|examine
evaluation~assessment|examination
evaluator~public speaker|closers
evangelical~Methodist|fundamentalist
evangelicals~Baptists|Orthodox
evangelism~adult education|interdiction
evangelist~televangelist|preacher
evaporate~dissipate|vanish
evaporation~homeownership|recidivism
evasion~tax evasion|deception
evasive~vague|truthful
eve~occasion|first day
even~three pitchers|Glenn Hoddle|only|then|like|have
evenhanded~impartial|unbiased
evenings~mornings|afternoons
evenly~lightly|equitably
event~tournament|race
eventful~turbulent|tumultuous
eventual~impending|gradual
eventuality~contingency|possible action
eventually~finally|ultimately
ever~never|also
evergreen~shrub|Conifer|flowering|leafy
everlasting~eternal|abiding
every~singsong|Kosovar Albanian
everybody~everyone|anybody
everyday~day-to-day|mundane
everyone~everybody|anyone
everything~thing|anything
everywhere~elsewhere|else
evict~expel|drive out
eviction~expulsion|deportation
evidence~proof|testimony|hearten|buoy
evidenced~emboldened|augmented
evidences~direct evidence|written record
evident~apparent|obvious
evidentiary~expedited|sentencing
evidently~apparently|obviously
evil~injustice|racism|sinister|nefarious
evince~profess|crystallize
eviscerate~pre-empt|dehumanize
evocation~depiction|portrait
evocative~vivid|haunting
evoke~elicit|conjure
evoked~unexamined|stirred
evolution~transformation|development
evolutionary~behavioral|developmental
evolve~transform|develop
evolving~burgeoning|globalized
exacerbate~aggravate|worsen
exact~precise|approximate|inflict|wreak
exacting~painstaking|meticulous
exactitude~realism|one-upmanship
exactly~precisely|really
exaggerate~overstate|overestimate
exaggerated~inflated|misleading
exaggeration~half-truth|distortion
exalt~sanctify|beguile
exaltation~expression of regret|overvaluation
exalted~lofty|rarefied
examination~Exam|evaluation
examine~review|analyze
examinees~speller|cardholders
examiner~San Francisco Examiner|chronicle
example~instance|reminder
exasperate~irritate|annoy
exasperated~annoyed|irritated
exasperating~humbling|frustrating
exasperation~disgust|bewilderment
excavate~unearth|discover
excavation~digging|exhumation
excavator~backhoe|loader
exceed~surpass|amount to
exceeding~preceding|whopping
exceedingly~extremely|extraordinarily
excel~PowerPoint|WordPerfect|do well|compete
excellence~professionalism|competence
excellent~superb|terrific
except~like|include
exception~exemption|loophole
exceptional~extraordinary|remarkable
exceptionally~extremely|extraordinarily
excerpt~transcript|snippet|serialize|reprint
excess~abuse|brutality|excessive|extra
excessive~unwarranted|undue
excessively~overly|unduly
exchange~cooperation|contact|discuss|swap
exchanged~anti-aircraft|parting
exchequer~New York City schools|coffer
excise~value-added tax|excise tax|delete|expunge
excitable~chubby|likeable
excite~Infoseek|Lycos|thrill|please
excited~Worried|nervous
excitedly~sarcastically|enthusiastically
excitement~enthusiasm|emotion
exciting~interesting|enjoyable
exclaim~reply|mutter
exclamation~yelp|whoop
exclude~bar|exempt
exclusion~discrimination|oppression
exclusionary~anti-competitive|anticompetitive
exclusive~goose bumps|two pitchers|posh|upscale
exclusively~Primarily|solely
exclusivity~confidentiality|collective bargaining
excommunicate~beatify|defrock
excoriate~chide|castigate
excrement~feces|droppings
excrete~secrete|metabolize
excruciate~harrow|disconcert
excruciating~agonizing|harrowing
excruciatingly~agonizingly|unbearably
exculpatory~incriminating|irrefutable
excursion~cruise|trip
excuse~pretext|justification|recuse|forgive
exec~execs|honcho
execs~exec|honcho
execute~convict|sentence
executed~crafted|performed
executioner~TORTURER|perpetrator
executive~official|employee|supervisory|administrative
executor~trustee|Guardian
exemplar~paragon|arbiter
exemplary~exceptional|excellent
exemplify~epitomize|illustrate
exempt~immune|able|exclude|shield
exemption~tax break|waiver
exercise~maneuver|war game|implement|maintain
exerciser~drinker|left-winger
exercises~exercise|war game
exercising~paying attention|hedging
exert~impose|strengthen
exertion~dieting|discomfort
exfoliate~mottle|hydrate
exhale~inhale|sigh
exhaust~tailpipe|fume|deplete|use up
exhausted~tired|fatigued
exhausting~grueling|arduous
exhaustive~in-depth|thorough
exhaustively~meticulously|painstakingly
exhibit~Exhibition|display|display|show
exhibitionism~self-pity|burlesque
exhibitor~businesspeople|participant
exhilarate~mortify|astound
exhilarating~thrilling|fascinating
exhilaration~elation|sadness
exhort~urge|call on
exhortation~encyclical|admonition
exhumation~excavation|cremation
exhume~unearth|cremate
exhusband~Shayler|ex-husband
exigency~imperatives|vagary
exile~dissident|Cuban-Americans|Deport|expel
exiled~Saudi|pro-reform
exist~happen|persist
existence~life|survival
existential~metaphysical|apocalyptic
existing~current|new
exit~departure|defeat|enter|get into
exodus~influx|migration
exonerate~absolve|acquit
exoneration~knighthood|Acquittal
exorbitant~prohibitive|hefty
exorcise~dispel|chase away
exorcism~Haj|initiation
exotic~strange|beautiful
exotica~gadgetry|hard drug
exoticism~personalization|wistfulness
expand~increase|improve
expandable~quotable|malleable
expanded~enlarged|expanding
expanding~shrinking|expanded
expanse~swath|patch
expansion~growth|development
expansionism~militarism|totalitarianism
expansionist~protectionist|go-slow
expansive~spacious|sweeping
expatriate~Filipino|immigrant|naturalize|lord it over
expect~have|allow
expectation~forecast|estimate
expected~ours|I.|anticipated|projected
expediency~self-preservation|pragmatism
expedient~market-oriented|waiting game|unorthodox|prudent
expedite~facilitate|hasten
expedited~fast-track|appellate
expedition~Voyage|excursion
expeditious~speedy|equitable
expeditiously~speedily|impartially
expel~Deport|detain
expend~use up|invest
expendable~uncompetitive|unplayable
expenditure~spending|outlay
expense~cost|fee
expensive~costly|cheap
expensively~impeccably|immaculately
experience~skill|knowledge|suffer|witness
experienced~skilled|novice
experiment~research|study|tinker|fiddle
experimental~innovative|conventional
experimentally~firstly|sparingly
experimentation~experiment|Creativity
experimenter~Ohioan|hockey coach
expert~specialist|scientist|novice|avid
expertise~know-how|skill
expertly~skillfully|deftly
expiration~expiry|deadline
expire~take effect|take office
expired~counterfeit|forged
expiry~expiration|renegotiation
explain~say|suggest
explanation~reason|answer
explanatory~six-page|descriptive
expletive~bleep|obscenity
explicate~re-emphasize|recap
explication~parsing|corroboration
explicit~specific|overt
explicitly~expressly|specifically
explode~detonate|blow up
exploded~unexploded|started
exploding~unexploded|burgeoning
exploit~prowess|accomplishment|take advantage of|capitalize on
exploitation~utilization|exploration
exploitative~abusive|immoral
exploited~neglected|solved
exploiter~reallocation|Slayer
exploration~drilling|exploitation
exploratory~preparatory|organizing
explore~discuss|examine
explosion~blast|bomb blast
explosive~explosive device|bomb|flammable|combustible
explosively~exponentially|robustly
explosiveness~agility|athleticism
exponent~proponent|adherent
exponentially~sixfold|tenfold
export~import|output|import|ship
exportation~importation|importing
exported~contraband|foreign-made
exporter~importer|producer
expose~monograph|critique|relate|reveal
exposed~vulnerable|susceptible
exposure~contamination|pollution
expound~Elaborate|outline
express~express train|passenger train|north-south|electrified|voice|reiterate
expressed~voiced|stated
expression~manifestation|gesture
expressionism~dada|cubism
expressionist~Impressionist|Cubist
expressionless~impassive|quizzical
expressive~lyrical|soulful
expressiveness~profundity|eloquence
expressly~explicitly|specifically
expressway~railway line|railway
expropriate~nationalize|confiscate
expropriation~confiscation|usurpation
expulsion~deportation|eviction
expunge~erase|excise
exquisite~delicate|elegant
exquisitely~beautifully|finely
extant~discovered|unopened
extend~stretch|expand
extended~lengthy|Prolonged
extension~contract|renewal
extensive~comprehensive|intensive
extensively~intensively|exhaustively
extent~severity|degree
exterior~facade|interior|recessed|outer
exterminate~wipe out|slaughter
extermination~annihilation|mass murder
exterminator~Intimidator|roofer
external~interbank|FDI|foreign|internal
externally~globally|federally
extinction~starvation|insolvency
extinguish~put out|douse
extol~laud|praise
extort~embezzle|misappropriate
extortion~bribery|racketeering
extortionist~counterfeiter|racketeer
extra~extras|mil|additional|excess
extract~flavoring|syrup|derive|produce
extraction~exploitation|refining
extracurricular~after-school|remedial
extradite~Deport|indict
extradition~deportation|prosecution
extramarital~adulterous|sadomasochistic
extraneous~tangential|pertinent
extraordinarily~extremely|incredibly
extraordinary~incredible|remarkable
extrapolate~generalize|infer
extras~extra|heavy hitter
extraterrestrial~E.T|tyke|Martian|terrestrial
extravagance~squandering|indulgence
extravagant~lavish|Elaborate
extravagantly~lavishly|elaborately
extravaganza~gala|festivity
extreme~vagary|element|severe|radical
extremely~very|incredibly
extremism~fundamentalism|separatism
extremist~militant|terrorist|militant|fundamentalist
extremity~limb|abdomen
extricate~disentangle|rescue
extroverted~talkative|strong-willed
extrude~uncoil|digitalize
exuberance~enthusiasm|optimism
exuberant~ebullient|boisterous
exuberantly~gaily|joyously
exude~radiate|give off
exult~gloat|bask
exultant~jubilant|euphoric
eye~face|ear|look at|look to
eyeball~eardrum|eyelid|tranquilize|ogle
eyebrow~mustache|brow
eyed~stereotyped|reappointed
eyeglass~sunglasses|glass
eyeglasses~eyeglass|sunglasses
eyelash~eyelid|eyeliner
eyelid~lip|nostril
eyeliner~eyeshadow|mascara
eyesight~sense of smell|sense of balance
eyesore~white elephant|guessing game
eyewear~sportswear|menswear
eyewitness~witness|Antara
f~SPH|SPH @@@|xx|X
fab~team-high|career-high
fable~tale|Allegory
fabled~famed|storied
fabric~cloth|silk
fabricate~trump up|concoct
fabricated~damning|defamatory
fabrication~lie|nonsense
fabricator~gook|smelters
fabulous~fantastic|terrific
fabulously~fantastically|staggeringly
facade~exterior|wall
face~eye|cheek|defeat|beat
faceless~nameless|anonymous
facelift~face lift|refurbishment
faceoff~face-off|faceoffs
facet~aspect|dimension
facial~manicure|pedicure|spinal|pelvic
facile~cliched|absurd
facilitate~enhance|ensure
facilitation~Liberalization|alleviation
facilitator~mediator|go-between
facility~infrastructure|plant
facing~V|risking
facsimile~beeper|approximation
fact~reality|truth
faction~political party|party
factional~sectarian|escalating
factionalism~infighting|Indiscipline
factor~reason|problem|reflect|translate
factoring~consumer credit|uptick
factory~plant|mill
factual~historical|empirical
factually~scientifically|demonstrably
faculty~faculty member|professor
fad~craze|buzzword
fade~slant|Hail Mary|wane|vanish
faded~tattered|pastel
fading~waning|faded
fail~try|refuse
failed~abortive|unsuccessful
failing~failure|shortcoming
failure~lack|refusal
faint~naught|pallor|telltale|dim|pass out|weep
faintly~vaguely|mildly
fair~Exhibition|Exposition|equitable|impartial
fairground~Georgia World Congress Center|Continental Arena
fairly~relatively|reasonably
fairness~impartiality|integrity
fairway~rough|tee
fairy~goblin|Troll|mythic|allegorical
faith~belief|religion
faithful~fan|mourner|loyal|devoted
faithfully~conscientiously|unswervingly
faithfulness~fidelity|monogamy
fake~hoax|counterfeit|counterfeit|bogus|falsify|dribble
fakery~trickery|plagiarism
falcon~ATLANTA FALCONS|bronco
fall~Spring|decline|rise|drop
fallacy~Falun Dafa|pseudoscience
fallback~profit-sharing|six-point
fallen~slain|terra cotta|high-voltage|withered
fallibility~habitation|frailty
fallible~flesh-and-blood|flawed
falling~weakening|overvaluation|Declining|rising
falloff~drop-off|uptick
fallout~repercussion|impact
fallow~face-down|unicorn
falls~plunge|decline
false~untrue|inaccurate
falsehood~untruth|half-truth
falsely~wrongly|wrongfully
falsetto~baritone|vocals
falsification~mail fraud|misappropriation
falsify~tamper with|fabricate
falsity~veracity|falsehood
falter~fall apart|stumble
fame~stardom|notoriety
famed~renowned|famous
familial~spiritual|parental
familiar~dissatisfaction|familiarity|unfamiliar|recognizable
familiarity~unfamiliarity|rapport
familiarize~acquaint|tinker
family~people|parent
famine~starvation|drought
famous~Nurse Betty|Fight Club|renowned|well-known
famously~notoriously|jokingly
fan~crowd|spectator|strike out|whiff
fanatic~zealot|enthusiast|fanatical|die-hard
fanatical~fanatic|die-hard
fanaticism~Fascism|intolerance
fancier~out.|smoother
fanciful~imaginative|fantastical
fancy~imagination|heartstrings|high-end|posh|delude|comport
fandom~stanchion|sports fan
fanfare~hoopla|pomp
fanny~Paulina|tummy
fantasize~reminisce|gripe
fantastic~wonderful|incredible
fantastical~fanciful|hair-raising
fantastically~staggeringly|fabulously
fantasy~dream|fiction
far~EPR|misperception|well|farther
faraway~far-off|distant
farce~comedy|satire
farcical~bizarre|bawdy
fare~airfare|ticket|do well|do better
farewell~goodbye|tribute|fund-raising|impromptu
farfetched~absurd|ridiculous
farm~ranch|plantation|farming|agricultural|harvest|cultivate
farmer~grower|resident
farmhand~minor leaguer|batting coach
farmhouse~cottage|bungalow
farming~agriculture|cultivation|agricultural|industrial
farmland~cultivated land|land
farsighted~enlightened|prudent
farsightedness~nearsightedness|myopia
farther~further|far
farthest~furthest|farther
fascia~triceps|fender
fascinate~intrigue|obsess
fascinated~enthralled|Entranced
fascinating~intriguing|interesting
fascination~obsession|infatuation
fascist~racist|neo-Nazis|Nazi|Communist
fashion~style|manner|craft|create
fashionable~trendy|chic
fashionably~impeccably|elegantly
fashioned~constructed|crafted
fashions~apparel|jewelry
fast~quick|slow|thin|slow
fastball~slider|curveball
fasten~attach|strap
fastener~clamp|connector
faster~slower|more slowly
fastest~slowest|second-fastest
fastidious~meticulous|sociable
fasting~Ramadan|Hajj
fat~carbohydrate|calory|skinny|plump
fatal~deadly|life-threatening
fatalism~hopelessness|foreboding
fatalistic~sanguine|blase
fatality~fatal accident|casualty
fatally~Gravely|severely
fate~future|destiny
fateful~make-or-break|history-making
father~mother|husband|remarry|impregnate
fatherhood~parenthood|motherhood
fatherland~Yabloko|Union of Right Forces
fatherly~parental|professorial
fathom~comprehend|figure out
fatigue~dizziness|nausea|bang up|disorganize
fatigued~tired|exhausted
fatigues~military uniform|khaki
fatten~enrich|dip into
fatty~meaty|savory
fatuous~pompous|snide
fatwa~edict|Advisory
faucet~spigot|valve
fault~flaw|error|criticize|chastise
faulty~defective|malfunctioning
fauna~flora|vertebrate
faux~fake|Pink
favor~favour|support|support|oppose
favorable~unfavorable|conducive
favorably~negatively|positively
favored~preferred|beloved
favoring~accusing|attacking
favorite~contender|favourite|classic|favourite
favoritism~nepotism|influence-peddling
favour~favor|open primary|militarize|industrialize
favourable~unfavorable|favorable
favourite~favorite|runners-up|Pre-race|defending
fawn~Bengal tiger|red deer|go crazy|swoon
fawning~worshipful|adoring
fax~Mail|email|Mail|e-mail
faze~matter to|bother
fealty~allegiance|loyalty
fear~worry|concern|worry about|avoid
feared~DREADED|fearsome
fearful~afraid|wary
fearfully~jealously|Stoically
fearless~courageous|tenacious
fearlessly~harmlessly|headfirst
fearlessness~boldness|deftness
fearsome~ferocious|feared
feasibility~viability|efficacy
feasible~workable|viable
feast~meal|dinner|dine|Munch
feasting~cookout|rough water
feat~accomplishment|achievement
feather~feathers|lace|squawk|press down
feathered~beaded|horned
